[flow_timeseries,1.0.0] - (,datetime,site_name,site_nodeuuid,site_internal_id,longitude,latitude,device_kind,flow) 
[flow_timeseries,1.0.0] - (61,2025-08-08 15:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.277779) 
[flow_timeseries,1.0.0] - (62,2025-08-08 15:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.577778) 
[flow_timeseries,1.0.0] - (63,2025-08-08 15:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.166668) 
[flow_timeseries,1.0.0] - (64,2025-08-08 16:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.766668) 
[flow_timeseries,1.0.0] - (65,2025-08-08 16:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.422224) 
[flow_timeseries,1.0.0] - (66,2025-08-08 16:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.800001) 
[flow_timeseries,1.0.0] - (67,2025-08-08 16:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.811111) 
[flow_timeseries,1.0.0] - (68,2025-08-08 17:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.644445) 
[flow_timeseries,1.0.0] - (69,2025-08-08 17:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.500002) 
[flow_timeseries,1.0.0] - (70,2025-08-08 17:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.966667) 
[flow_timeseries,1.0.0] - (71,2025-08-08 17:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.455557) 
[flow_timeseries,1.0.0] - (72,2025-08-08 18:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.566668) 
[flow_timeseries,1.0.0] - (73,2025-08-08 18:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.466667) 
[flow_timeseries,1.0.0] - (74,2025-08-08 18:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.233334) 
[flow_timeseries,1.0.0] - (75,2025-08-08 18:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.544445) 
[flow_timeseries,1.0.0] - (76,2025-08-08 19:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.744446) 
