,datetime,site_name,site_nodeuuid,site_internal_id,longitude,latitude,device_kind,flow
0,2025-08-08 00:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,7.933334
1,2025-08-08 00:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.966667
2,2025-08-08 00:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.5000005
3,2025-08-08 00:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,7.1222224
4,2025-08-08 01:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.977778
5,2025-08-08 01:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.3888893
6,2025-08-08 01:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.288889
7,2025-08-08 01:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.9111114
8,2025-08-08 02:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.4333334
9,2025-08-08 02:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,5.677778
10,2025-08-08 02:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,5.6000004
11,2025-08-08 02:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.077778
12,2025-08-08 03:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.5111113
13,2025-08-08 03:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.3333335
14,2025-08-08 03:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,6.988889
15,2025-08-08 03:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,7.4333334
16,2025-08-08 04:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,8.288889
17,2025-08-08 04:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,8.322223
18,2025-08-08 04:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,9.088889
19,2025-08-08 04:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,9.455556
20,2025-08-08 05:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,11.233334
21,2025-08-08 05:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,13.511111
22,2025-08-08 05:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,17.933334
23,2025-08-08 05:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,17.811111
24,2025-08-08 06:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.822224
25,2025-08-08 06:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,21.366667
26,2025-08-08 06:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.677778
27,2025-08-08 06:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.622223
28,2025-08-08 07:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.833334
29,2025-08-08 07:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,29.655558
30,2025-08-08 07:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,30.655558
31,2025-08-08 07:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,33.755558
32,2025-08-08 08:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,31.400002
33,2025-08-08 08:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,32.355556
34,2025-08-08 08:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,31.322224
35,2025-08-08 08:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,30.777779
36,2025-08-08 09:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,30.233334
37,2025-08-08 09:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,30.866669
38,2025-08-08 09:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,29.233334
39,2025-08-08 09:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,28.255556
40,2025-08-08 10:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,28.166668
41,2025-08-08 10:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.955557
42,2025-08-08 10:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.900002
43,2025-08-08 10:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.344446
44,2025-08-08 11:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,28.7
45,2025-08-08 11:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.88889
46,2025-08-08 11:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,28.28889
47,2025-08-08 11:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,29.322224
48,2025-08-08 12:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,30.466667
49,2025-08-08 12:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,28.422224
50,2025-08-08 12:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.633335
51,2025-08-08 12:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.68889
52,2025-08-08 13:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.866667
53,2025-08-08 13:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.511112
54,2025-08-08 13:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.800001
55,2025-08-08 13:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.88889
56,2025-08-08 14:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.47778
57,2025-08-08 14:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.955557
58,2025-08-08 14:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.788889
59,2025-08-08 14:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.2
60,2025-08-08 15:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.68889
61,2025-08-08 15:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.277779
62,2025-08-08 15:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.577778
63,2025-08-08 15:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.166668
64,2025-08-08 16:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.766668
65,2025-08-08 16:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.422224
66,2025-08-08 16:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.800001
67,2025-08-08 16:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.811111
68,2025-08-08 17:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.644445
69,2025-08-08 17:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.500002
70,2025-08-08 17:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.966667
71,2025-08-08 17:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,26.455557
72,2025-08-08 18:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.566668
73,2025-08-08 18:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,27.466667
74,2025-08-08 18:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.233334
75,2025-08-08 18:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.544445
76,2025-08-08 19:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.744446
77,2025-08-08 19:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.18889
78,2025-08-08 19:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,25.133335
79,2025-08-08 19:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.766668
80,2025-08-08 20:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,24.522223
81,2025-08-08 20:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,22.755556
82,2025-08-08 20:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,23.222223
83,2025-08-08 20:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,20.622223
84,2025-08-08 21:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,20.655556
85,2025-08-08 21:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.222223
86,2025-08-08 21:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.077778
87,2025-08-08 21:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,19.622223
88,2025-08-08 22:00:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,16.911112
89,2025-08-08 22:15:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,17.433334
90,2025-08-08 22:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,16.577778
